6 -187666.33583547 -105754.83291101
1 -183160.87574076 -68040.695535779
5 -87655.395430871 -42784.144637393
2 -170468.97185203 -19008.700912398
10 -223078.79092385 -31215.48006551
3 -234437.08507432 -46865.829235296
2 -152777.36861105 -56735.952075365
4 -311525.10195842 -114449.23443995
2 -116173.11477928 -35846.754541833
5 -174332.13569848 -10255.244620162
4 -261303.39281402 -125544.16695545
6 -106809.74377605 48203.506123594
4 -194173.42234292 -244910.50337983
7 -191775.31279486 -35102.439891678
2 -115819.3825305 -30994.085021843
8 -205301.80824533 -28937.101124329
3 -185796.7334838 -56276.929521665
9 -256805.26049806 -42804.875465176
7 -85765.326513363 -52900.52889959
10 -171674.43453838 -42024.312985804
5 -199702.79096297 -78967.129872335
1 -210301.60132434 -73901.67461078
10 -161173.36140012 -22072.020937484
2 -168682.48140219 -17187.656511784
2 -164745.50087265 -62717.502697716
3 -302151.90641286 -105301.63341742
5 -199813.48992225 -37597.648675757
4 -337791.961849 -183486.69785007
3 -223807.39661777 -122827.37173297
8 -142596.58240421 -17275.161546044
4 -160254.81168019 -105070.5226866
9 -334061.80722957 -42893.949307535
7 -81096.304310522 -43910.975452848
10 -192907.06058077 -38849.609850408
1 -267170.44941868 -97217.277254074
6 -126352.7024048 -19913.784216249
7 -216798.16711646 -96041.135119468
1 -245264.62340154 -76134.253175028
8 -173873.31566405 -43686.415669064
7 -189492.25111867 -62890.009420491
2 -150685.46489014 -42134.1334661
9 -245558.41605887 -70070.174459392
8 -135061.26218544 -33876.568964135
10 -184260.60173646 -52931.198867081
4 -113753.46712043 -75797.439476036
10 -230382.93905289 -45450.601870602
9 -191395.51557333 -61203.42242807
6 -191970.26486558 -22623.58483195
10 -109395.40790335 -87275.624238538
4 -264396.73219671 -128611.80169578
4 -116005.64170033 -102825.98952324
1 -245921.15875721 -130100.38429066
8 -162742.35244145 -62516.608848637
5 -157239.85482153 -49424.265698712
10 -210323.33056657 -38400.001065969
9 -294756.02846802 -52992.870280457
1 -191982.49222876 -95832.144916366
10 -210784.85748796 -36017.387503346
5 -251870.14590818 -97235.730135592
2 -161460.95563352 -28128.401024955
5 -110874.08962505 -32321.120138352
5 -159098.41727482 -26089.78996697
7 -216163.62848341 -95211.247280092
1 -296071.32741939 -119574.17657814
5 -114422.38908211 -26004.535739931
6 -139129.65725686 15401.327026757
7 -178815.96066342 -64168.30629355
2 -141618.99653047 -30626.695339236
1 -82859.432239256 -47572.912030121
1 -261944.72321921 -148503.58617735
2 -151355.30233843 -61759.324948818
8 -156734.25434231 -26096.653703395
2 -104692.79637179 -25104.93981636
7 -194164.77689019 -36835.003206315
4 -179901.19789309 -150331.50995752
1 -232239.11454729 -113807.45972971
3 -173258.11341171 -90364.097488709
2 -168968.50612599 -36791.943952845
2 -212366.16978618 -37516.84766397
8 -196570.24303819 -27680.799283068
10 -141309.37261442 -76278.755451327
1 -247618.17135647 -113417.56267659
3 -230162.28788891 -100220.5591542
7 -183635.17977968 -34526.901188952
8 -136771.56774202 -54017.810464623
9 -243490.96010328 -62369.774796864
4 -88177.212236005 -118734.54561943
10 -243735.99977812 -37410.334080841
1 -145628.7643581 -109587.85659177
5 -167336.03800155 -10131.399834587
7 -170181.24922136 -43971.565691508
8 -186790.71928647 -42582.865473973
5 -126253.42640034 -30831.618208008
7 -220159.63796834 -61596.7997461
9 -258611.9210054 -54272.878108927
1 -244715.18369879 -102065.72493995
8 -186885.67638256 -34653.027361311
9 -271813.19760885 -64798.059822941
4 -148445.41121089 -133504.67492171
2 -147763.311113 -24132.359737336
6 -123060.73802257 -35599.92639141
8 -162185.01599882 -37574.678460705
2 -115298.27607166 -26709.942079766
8 -155435.42070605 -31242.75518328
2 -94291.006824063 -32340.579602211
2 -183207.18227834 -37054.800950453
7 -177005.97725375 -78327.406752965
4 -257340.58823552 -93084.774186556
1 -97944.264986767 -57198.395373237
3 -104259.50149846 -44578.459993736
10 -178381.62985231 -66435.577374568
4 -309803.92334315 -157542.80877283
2 -127971.90365919 -33526.049941787
2 -200877.65963272 -45485.430046202
1 -180013.81381414 -91002.147535849
5 -181534.25747949 -27130.665218874
10 -220081.65388985 -63735.501603077
3 -261419.74576881 -70728.261357577
1 -124863.37189822 -69138.766903546
1 -243487.41604632 -79523.825085531
3 -206265.53884378 -136269.58598855
1 -170956.09104138 -101303.91021797
3 -193077.16541454 -27576.422504691
8 -166887.5619645 -27258.634752306
2 -93729.490158901 -29551.881425873
9 -230369.82330696 -85353.403374088
7 -155305.82533708 -72077.324495983
5 -171057.54164952 -15060.581302303
2 -211836.03460864 -53692.31452002
7 -261422.13090977 -61530.164742429
4 -180770.8167954 -113442.76144937
5 -209005.9351396 -33782.853714873
6 -165830.12595668 -73932.943758907
10 -192197.80448045 -56674.877819509
2 -122471.5649791 -105015.12608582
4 -279575.12833636 -85331.252140377
4 -134222.08312649 -127411.5474603
9 -264394.85403214 -55845.71810102
6 -175019.68453681 -112022.07474665
5 -195098.94321748 -35971.584075574
8 -137107.91392174 -56829.595266836
8 -195601.14161473 -25921.620702539
5 -167986.14358802 -31422.276224747
3 -183715.68613364 -30182.871671136
9 -124759.57457412 -60669.753602883
6 -146796.56635252 22016.769549965
9 -245121.0146807 -55665.071915026
7 -217908.97845788 -47457.744240754
8 -168223.61724401 -32178.7665293
4 -243044.5257803 -167603.29085577
5 -199909.72758843 -62904.263165258
7 -148514.49143287 -49904.320391231
2 -137344.8639423 -36734.393690567
10 -173772.72059266 -34316.439439185
10 -155578.75295847 -40712.699087698
7 -204616.93199814 -51547.909911865
1 -123785.1215951 -51015.767049721
4 -271809.00049278 -79199.251331678
8 -55620.513767063 -35207.127399754
3 -232231.93503998 -32974.022472801
9 -176605.77202287 -57564.654052586
3 -264887.77502474 -68928.263012869
10 -217590.28039489 -63035.181973196
5 -191036.01817888 -30528.235633605
5 -208041.79904674 -82811.929052663
7 -229931.18099399 -60101.796402573
5 -200192.23591756 -13234.775627652
10 -223589.79740977 -54588.178392515
8 -286948.56664198 -73959.692330594
1 -251135.23122782 -121471.30183501
10 -182312.09081781 -47258.018537321
3 -266600.36899623 -51338.957425995
10 -192988.11636865 -38191.681032532
6 -121187.23175988 13229.842412445
2 -127454.1141757 -33867.698671086
6 -192409.3133423 72.692865428409
10 -187092.31937125 -60142.076230252
2 -223821.91198025 -50803.309617876
3 -108190.2015652 -20496.879719913
4 -274190.11426972 -122181.77981487
3 -154434.00330413 -45230.163837339
4 -286639.95632227 -80050.942091485
6 -153157.13872011 -134680.05743165
10 -233825.72623373 -49472.308220047
2 -127270.362791 -40647.279943399
8 -192544.44509004 -40520.836157062
7 -148196.87032563 -68942.628273974
3 -229171.25668616 -73590.488681695
9 -206606.49305016 -70042.407900452
3 -212079.94636138 -40608.022755244
3 -169626.43356183 -54635.414005959
6 -130513.74167012 19581.583690073
1 -169356.75405357 -60116.817136593
8 -186656.71235983 -31185.895199008
5 -203190.81093202 -62336.739693808
10 -215176.67026279 -61432.94791357
8 -114729.76707121 -74485.251135122
9 -239645.5053164 -41549.076758502
4 -172325.77659844 -148085.73389718
3 -210799.07710442 -20435.100815911
2 -150745.06837413 -44593.314914986
2 -184883.41032015 -21988.069266303
9 -236379.5325114 -47886.579092829
4 -278771.38946027 -82991.300488262
7 -172190.71273575 -37963.993467827
2 -176075.95811836 -38611.791100131
1 -166721.85961445 -111082.91873125
4 -228724.37820523 -63398.89293404
2 -201769.69469158 -44968.751129557
1 -152929.62262728 -108295.30762377
1 -89308.510335007 -63251.173697093
2 -193423.56372612 -48607.647754548
8 -146482.89515164 -51773.757591037
3 -246124.94303778 -47376.898248527
8 -140613.58156805 -81672.953440385
4 -255064.44604307 -126097.3384803
1 -135988.03114362 -115056.79885506
5 -177419.03675786 -23509.299727956
7 -179700.03958237 -51816.884839798
6 -185365.90533804 -75219.532499674
3 -207317.69808766 -79400.335434696
7 -215687.24482864 -50134.877254249
5 -186974.30070592 -81164.952049425
8 -202323.01309688 -41032.471099178
2 -237061.65342595 -56571.047987654
9 -294675.86312684 -68742.957406928
10 -197597.82430517 -59818.350514627
10 -241206.53266872 -45629.632039091
4 -88455.35363372 -78396.869919064
1 -155644.68064226 -97548.757100614
8 -164492.85158879 -25508.30950895
2 -155207.43606736 -41458.466776569
1 -98343.574605795 -34333.656652262
3 -223233.01315149 -8704.3898030579
1 -164427.51634875 -69043.552703962
4 -238413.89226773 -96930.826922571
6 -233176.30117361 -70891.137640453
5 -173693.91445911 -15209.702316846
7 -151524.88441801 -56813.501639514
6 -154881.95231718 -58955.652049632
9 -197754.29851838 -53249.26445319
7 -99519.051109141 -43582.574532147
4 -257858.79496475 -138989.16791349
8 -186196.26139775 -42834.842904835
6 -280617.36914136 -171724.966166
9 -309905.74387191 -70269.022289785
1 -81065.371486373 -57669.878710864
10 -209636.09484936 -48274.180534149
2 -146713.73751188 -68197.72956801
1 -132798.39395276 -80903.334412841
4 -172028.89191953 -74850.956602041
2 -217300.0044544 -48479.825672945
3 -193967.19175957 -87700.428076285
3 -199081.78712612 -32343.670557649
4 -133731.1633749 -109225.26858336
4 -265269.48181229 -83050.868313755
7 -170363.12378823 -40567.696241672
5 -192090.97262228 -11952.520641981
8 -165187.24831385 -40921.228875685
6 -166928.91447003 -31311.932347663
1 -67130.013612531 -6111.2152261089
7 -156072.69744972 -47548.412610332
3 -101554.20049132 -37991.201373103
8 -210207.2466049 -38249.341454278
10 -127351.05812276 -63940.45503263
9 -331674.88464004 -85972.908476272
6 -154835.75292187 -123543.91661036
10 -223189.35182041 -58664.174664526
3 -160428.32196702 -35856.142886846
2 -141640.81383292 -34653.437312508
2 -78358.166181728 -17334.097081155
5 -201977.25226646 -16508.486630936
5 -200980.61080053 -45656.928419702
6 -160390.65572363 -57446.707041642
7 -142619.57103965 -71469.037269759
5 -187832.73047603 -10591.273079349
2 -101227.56517948 -20807.99091208
3 -224398.52295183 -53348.830353586
6 -151294.15572748 -77376.897116415
4 -256866.47483633 -90591.211406138
10 -188218.38248181 -45924.211748739
4 -197213.07653827 -105766.05981486
10 -86530.192186476 -44225.719820346
1 -183213.29075985 -80828.941760561
6 -147707.41378397 -145318.1337819
10 -209140.74183955 -57442.865985616
7 -303456.47961014 -122642.20605097
6 -134987.09345471 -25196.867401304
8 -161474.04001201 -45242.176146545
5 -170582.83886393 -13119.696805327
2 -137544.24515259 -32159.380193089
4 -221985.46618697 -86077.446975766
5 -194427.50526893 -59472.062768794
1 -222742.24725736 -99747.471835323
5 -167853.9403407 -52220.408789868
9 -235393.43873668 -45210.474129576
1 -152008.24685432 -62889.05414404
5 -152962.31954923 -15085.111931308
4 -203168.12954662 -212584.53580436
7 -216179.62275786 -35154.844128971
9 -205996.69514389 -55769.92800452
8 -181674.79414705 -35669.027923264
7 -205015.97775057 -55249.811987117
1 -233116.14966861 -94264.89877248
10 -118337.21182097 -55091.807857585
8 -191882.22242001 -23665.185045564
6 -163383.56163246 -84708.908862366
8 -184205.61487038 -34795.807147074
3 -218721.98187469 -37692.260581766
2 -131400.44972661 -30517.52518249
2 -118206.60056996 -35291.192055166
7 -152715.69994622 -45322.542681537
9 -229935.63028346 -90477.271836008
10 -228712.43941985 -39404.528259646
5 -113935.76476241 -39095.290664629
2 -181287.81206498 -29473.59197796
6 -94132.871558596 -102049.61610795
3 -206687.37336937 -13910.257975781
3 -159699.93304093 -51640.199223754
10 -242618.22244281 -44382.99534009
1 -189645.52350236 -92953.952760343
4 -224459.4760842 -83048.590905841
10 -127726.29719854 -57860.235626297
7 -117847.83176065 -48720.924163249
8 -210697.95702714 -48765.908134018
3 -235745.48317556 -32100.417226349
1 -151924.68469834 -77694.887169308
4 -214180.98432876 -64512.920395213
6 -261952.33482138 -119673.56608356
5 -192151.9738929 -6429.3522946962
4 -156870.02546748 -144706.1744949
7 -144780.06499072 -45557.722091029
6 -142839.90820949 -116758.91348968
9 -241133.54669762 -107904.25015521
10 -176992.41772433 -68943.107969853
6 -121518.26807303 -11187.812460432
5 -215904.68443028 -37194.378767887
8 -201334.54969124 -33843.55711826
5 -140575.53788716 -23324.87513292
3 -206355.95229731 -38505.818111443
8 -153526.17471355 -92825.783901386
4 -243730.01172495 -94047.994943272
5 -176229.49474023 -50285.275114014
9 -254298.34044677 -40029.091519915
10 -148124.36635423 -44622.198474402
2 -179323.00233628 -25422.369929957
10 -225836.88876753 -80909.778339074
3 -178059.72810313 -25547.769967098
9 -283765.72111775 -73150.475083959
8 -162895.13327712 -40588.389477316
10 -208613.8353294 -61569.677499094
2 -197281.14038031 -22270.987664617
9 -237614.05630559 -128782.36940342
8 -204716.9176734 -53233.328656376
5 -180035.61113924 -47964.46781775
2 -196811.06762844 -34809.339916961
4 -145660.8734825 -113329.04431849
2 -221083.82455721 -37025.925989186
2 -116990.72548725 -31215.705644555
1 -186888.27885745 -93695.175800119
3 -176296.93338421 -91179.910856723
4 -279734.03800612 -86280.908198153
10 -205848.96925934 -49505.59824666
5 -195478.55354049 -5331.7090847092
10 -174803.70335953 -31168.585598907
3 -228962.10994631 -41957.675455007
2 -114042.85740836 -33941.001986938
7 -138470.88145882 -48655.086749915
9 -212624.68040859 -61009.468635052
5 -198244.47989021 -22408.910584667
8 -182845.83877678 -58354.138384876
8 -166608.43761759 -64229.390070979
5 -186785.04087013 -47462.976734111
